nomeSistema,class,jdeodorant,pmd,jspirit
dbeaver,org.jkiss.dbeaver.ext.postgresql.model.PostgreTable,1,0,1
dbeaver,org.jkiss.dbeaver.ext.postgresql.model.PostgreTrigger,1,0,1
dbeaver,org.jkiss.dbeaver.model.impl.jdbc.JDBCDataSource,1,0,1
dbeaver,org.jkiss.dbeaver.model.connection.DBPConnectionConfiguration,1,0,1
dbeaver,org.jkiss.dbeaver.model.impl.sql.AbstractSQLDialect,1,0,1
dbeaver,org.jkiss.dbeaver.model.navigator.DBNModel,1,0,1
dbeaver,org.jkiss.dbeaver.model.sql.SQLQuery,1,0,1
dbeaver,org.jkiss.dbeaver.model.virtual.DBVEntityAttribute,1,0,1
dbeaver,org.jkiss.dbeaver.runtime.properties.ObjectAttributeDescriptor,1,0,1
dbeaver,org.jkiss.dbeaver.runtime.qm.QMMCollectorImpl,1,0,1
dbeaver,org.jkiss.dbeaver.model.navigator.meta.DBXTreeNode,1,0,1
dbeaver,org.jkiss.dbeaver.model.virtual.DBVEntity,1,0,1
dbeaver,org.jkiss.dbeaver.model.sql.completion.SQLCompletionProposalBase,1,0,1
dbeaver,org.jkiss.dbeaver.model.sql.parser.SQLWordPartDetector,1,0,1
dbeaver,org.jkiss.dbeaver.model.sql.format.tokenized.IndentFormatter,1,0,1
dbeaver,org.jkiss.dbeaver.model.sql.format.tokenized.SQLTokensParser,1,0,1
dbeaver,org.jkiss.dbeaver.model.sql.registry.SQLDialectDescriptor,1,0,1
dbeaver,org.jkiss.dbeaver.registry.DataSourceSerializerModern,1,1,0
dbeaver,org.jkiss.dbeaver.registry.DataSourceDescriptor,1,1,1
dbeaver,org.jkiss.dbeaver.registry.maven.MavenArtifact,1,0,1
dbeaver,org.jkiss.dbeaver.registry.maven.MavenArtifactVersion,1,0,1
dbeaver,org.jkiss.dbeaver.registry.DataSourceProviderRegistry,1,0,1
dbeaver,org.jkiss.dbeaver.registry.driver.DriverDescriptor,1,1,1
dbeaver,org.jkiss.dbeaver.registry.DataSourceProviderDescriptor,1,0,1
dbeaver,org.jkiss.dbeaver.tasks.ui.wizard.TaskConfigurationWizardPageTask,1,0,1
dbeaver,org.jkiss.dbeaver.tasks.ui.view.DatabaseTasksTree,1,0,1
dbeaver,org.jkiss.dbeaver.ui.controls.CustomFormEditor,1,0,1
dbeaver,org.jkiss.dbeaver.ui.controls.ProgressPageControl,1,0,1
dbeaver,org.jkiss.dbeaver.ui.notifications.AbstractNotificationPopup,1,0,1
dbeaver,org.jkiss.dbeaver.ui.controls.ObjectViewerRenderer,1,0,1
dbeaver,org.jkiss.dbeaver.ui.controls.finder.AdvancedList,1,0,1
dbeaver,org.jkiss.dbeaver.ui.app.standalone.DBeaverApplication,1,0,1
dbeaver,org.jkiss.dbeaver.ui.app.standalone.DBeaverSettingsImporter,1,0,1
dbeaver,org.jkiss.dbeaver.ui.dashboard.registry.DashboardDescriptor,1,0,1
dbeaver,org.jkiss.dbeaver.ui.editors.object.struct.EditForeignKeyPage,1,0,1
dbeaver,org.jkiss.dbeaver.ui.dialogs.driver.DriverSelectViewer,1,0,1
dbeaver,org.jkiss.dbeaver.ui.controls.lightgrid.LightGrid,1,0,1
dbeaver,org.jkiss.dbeaver.ui.controls.resultset.spreadsheet.SpreadsheetPresentation,1,0,1
dbeaver,org.jkiss.dbeaver.ui.controls.resultset.ResultSetViewer,1,0,1
dbeaver,org.jkiss.dbeaver.ui.controls.resultset.colors.ColorSettingsDialog,1,0,1
dbeaver,org.jkiss.dbeaver.ui.editors.data.VirtualStructureEditor,1,0,1
dbeaver,org.jkiss.dbeaver.ui.controls.resultset.valuefilter.GenericFilterValueEdit,1,0,1
dbeaver,org.jkiss.dbeaver.ui.data.editors.ContentPanelEditor,1,0,1
dbeaver,org.jkiss.dbeaver.ui.controls.resultset.ResultSetModel,1,0,1
dbeaver,org.jkiss.dbeaver.ui.controls.resultset.plaintext.PlainTextPresentation,1,0,1
dbeaver,org.jkiss.dbeaver.ui.editors.binary.HexEditControl,1,0,1
dbeaver,org.jkiss.dbeaver.ui.editors.binary.ActionHistory,1,0,1
dbeaver,org.jkiss.dbeaver.ui.editors.binary.pref.HexPreferencesManager,1,0,1
dbeaver,org.jkiss.dbeaver.ui.controls.querylog.QueryLogViewer,1,1,1
dbeaver,org.jkiss.dbeaver.ui.editors.sql.execute.SQLQueryJob,1,0,1
dbeaver,org.jkiss.dbeaver.ui.editors.sql.util.SQLSymbolInserter,1,0,1
dbeaver,org.jkiss.dbeaver.ui.editors.sql.SQLEditor,1,1,1
dbeaver,org.jkiss.dbeaver.ui.editors.sql.SQLEditor.QueryResultsContainer,1,0,1
dbeaver,org.jkiss.dbeaver.ui.editors.entity.properties.TabbedFolderPageForm,1,0,1
dbeaver,org.jkiss.dbeaver.ui.navigator.database.StatisticsNavigatorNodeRenderer,1,0,1
dbeaver,org.jkiss.dbeaver.ui.preferences.TargetPrefPage,1,0,1
dbeaver,org.jkiss.dbeaver.ui.navigator.actions.NavigatorObjectsDeleter,1,0,1
dbeaver,org.jkiss.dbeaver.ui.navigator.database.DatabaseNavigatorTree,1,0,1
dbeaver,org.jkiss.dbeaver.ui.navigator.itemlist.ObjectListControl,1,1,1
dbeaver,org.jkiss.utils.xml.SAXReader,1,0,1
dbeaver,org.jkiss.dbeaver.ext.postgresql.model.PostgreDatabase,0,1,1
dbeaver,org.jkiss.dbeaver.model.DBUtils,0,1,1
dbeaver,org.jkiss.dbeaver.model.impl.jdbc.exec.JDBCCallableStatementImpl,0,1,1
dbeaver,org.jkiss.dbeaver.model.impl.jdbc.exec.JDBCDatabaseMetaDataImpl,0,1,1
dbeaver,org.jkiss.dbeaver.model.sql.SQLUtils,0,1,1
dbeaver,org.jkiss.dbeaver.ui.UIUtils,0,1,1
dbeaver,org.jkiss.dbeaver.ui.controls.CustomSashForm,0,1,1
dbeaver,org.jkiss.dbeaver.ui.properties.PropertyTreeViewer,0,1,1
dbeaver,org.jkiss.dbeaver.ui.editors.entity.EntityEditor,0,1,1
elasticsearch-analysis,org.wltea.analyzer.dic.Dictionary,1,1,1
elasticsearch-analysis,org.wltea.analyzer.core.AnalyzeContext,1,1,0
fastjson,com.alibaba.fastjson.JSONPath,1,1,1
fastjson,com.alibaba.fastjson.JSONWriter,1,0,1
fastjson,com.alibaba.fastjson.parser.DefaultJSONParser,1,1,1
fastjson,com.alibaba.fastjson.parser.ParserConfig,1,1,1
fastjson,com.alibaba.fastjson.util.FieldInfo,1,1,1
fastjson,com.alibaba.fastjson.parser.deserializer.ASMDeserializerFactory,1,1,1
fastjson,com.alibaba.fastjson.serializer.JSONSerializer,1,1,1
fastjson,com.alibaba.fastjson.serializer.SerializeConfig,1,1,1
fastjson,com.alibaba.fastjson.JSON,0,1,1
fastjson,com.alibaba.fastjson.JSONObject,0,1,1
fastjson,com.alibaba.fastjson.JSONValidator,0,1,1
fastjson,com.alibaba.fastjson.parser.JSONLexerBase,0,1,1
fastjson,com.alibaba.fastjson.parser.deserializer.FieldDeserializer,0,1,1
fastjson,com.alibaba.fastjson.parser.deserializer.JavaBeanDeserializer,0,1,1
fastjson,com.alibaba.fastjson.parser.deserializer.Jdk8DateCodec,0,1,1
fastjson,com.alibaba.fastjson.parser.deserializer.MapDeserializer,0,1,1
fastjson,com.alibaba.fastjson.parser.deserializer.ThrowableDeserializer,0,1,1
fastjson,com.alibaba.fastjson.serializer.AwtCodec,0,1,1
fastjson,com.alibaba.fastjson.serializer.DateCodec,0,1,1
fastjson,com.alibaba.fastjson.serializer.JavaBeanSerializer,0,1,1
fastjson,com.alibaba.fastjson.serializer.JodaCodec,0,1,1
fastjson,com.alibaba.fastjson.serializer.MapSerializer,0,1,1
fastjson,com.alibaba.fastjson.serializer.MiscCodec,0,1,1
fastjson,com.alibaba.fastjson.serializer.SerializeWriter,0,1,1
fastjson,com.alibaba.fastjson.util.AntiCollisionHashMap,0,1,1
fastjson,com.alibaba.fastjson.util.IOUtils,0,1,1
fastjson,com.alibaba.fastjson.util.TypeUtils,0,1,1
fastjson,com.alibaba.fastjson.util.UTF8Decoder,0,1,1
fastjson,com.alibaba.fastjson.codegen.DeserializerGen,0,1,1
fastjson,com.alibaba.json.bvt.parser.TypeUtilsTest,0,1,1
fastjson,com.alibaba.json.bvt.parser.number.NumberValueTest_error_13,0,1,1
gson,com.google.gson.internal.Excluder,1,0,1
gson,com.google.gson.internal.LinkedHashTreeMap,1,0,1
gson,com.google.gson.Gson,1,0,1
gson,gson.com.google.gson.internal.$Gson$Types,0,1,1
gson,gson.com.google.gson.internal.LinkedTreeMap,0,1,1
gson,gson.com.google.gson.internal.bind.JsonTreeWriter,0,1,1
gson,gson.com.google.gson.internal.bind.util.ISO8601Utils,0,1,1
gson,gson.com.google.gson.stream.JsonReaderTest,0,1,1
gson,gson.com.google.gson.stream.JsonWriterTest,0,1,1
guava,com.google.common.net.InternetDomainName,1,1,1
guava,com.google.common.collect.testing.FeatureSpecificTestSuiteBuilder,1,1,0
guava,com.google.common.collect.testing.Helpers,1,1,0
guava,com.google.common.collect.testing.MapInterfaceTest,1,1,0
guava,com.google.common.testing.ClassSanityTester,1,1,0
guava,com.google.common.testing.FreshValueGenerator,1,1,0
guava,com.google.common.testing.NullPointerTester,1,1,0
guava,com.google.common.testing.FreshValueGeneratorTest,1,1,0
guava,com.google.common.testing.NullPointerTesterTest,1,1,0
guava,com.google.common.collect.ConcurrentHashMultisetBenchmark,1,1,0
guava,com.google.common.base.CharMatcherTest,1,1,0
guava,com.google.common.base.PreconditionsTest,1,1,0
guava,com.google.common.base.PredicatesTest,1,1,0
guava,com.google.common.base.ThrowablesTest,1,1,0
guava,com.google.common.cache.CacheBuilderSpecTest,1,1,0
guava,com.google.common.cache.CacheBuilderTest,1,1,0
guava,com.google.common.cache.CacheLoadingTest,1,1,0
guava,com.google.common.cache.CacheTesting,1,1,0
guava,com.google.common.cache.EmptyCachesTest,1,1,0
guava,com.google.common.cache.LocalCacheTest,1,1,0
guava,com.google.common.collect.AbstractImmutableSetTest,1,1,0
guava,com.google.common.collect.ArrayTableTest,1,1,0
guava,com.google.common.collect.FluentIterableTest,1,1,0
guava,com.google.common.collect.ImmutableListMultimapTest,1,1,0
guava,com.google.common.collect.ImmutableListTest,1,1,0
guava,com.google.common.collect.ImmutableMapTest,1,1,0
guava,com.google.common.collect.ImmutableMultisetTest,1,1,0
guava,com.google.common.collect.ImmutableRangeSetTest,1,1,0
guava,com.google.common.collect.ImmutableSetMultimapTest,1,1,0
guava,com.google.common.collect.ImmutableSortedMultisetTest,1,1,0
guava,com.google.common.collect.ImmutableSortedSetTest,1,1,0
guava,com.google.common.collect.IterablesTest,1,1,0
guava,com.google.common.collect.IteratorsTest,1,1,0
guava,com.google.common.collect.ListsTest,1,1,0
guava,com.google.common.collect.MapMakerInternalMapTest,1,1,0
guava,com.google.common.collect.MapsTest,1,1,0
guava,com.google.common.collect.MinMaxPriorityQueueTest,1,1,0
guava,com.google.common.collect.MultimapsTest,1,1,0
guava,com.google.common.collect.OrderingTest,1,1,0
guava,com.google.common.collect.RangeTest,1,1,0
guava,com.google.common.collect.SetsTest,1,1,0
guava,com.google.common.collect.TreeRangeMapTest,1,1,0
guava,com.google.common.collect.TreeRangeSetTest,1,1,0
guava,com.google.common.graph.AbstractStandardUndirectedNetworkTest,1,1,0
guava,com.google.common.graph.TraverserTest,1,1,0
guava,com.google.common.hash.BloomFilterTest,1,1,0
guava,com.google.common.hash.HashCodeTest,1,1,0
guava,com.google.common.hash.HashTestUtils,1,1,0
guava,com.google.common.hash.HashingTest,1,1,0
guava,com.google.common.io.BaseEncodingTest,1,1,0
guava,com.google.common.io.ByteSourceTest,1,1,0
guava,com.google.common.io.ByteStreamsTest,1,1,0
guava,com.google.common.io.FilesTest,1,1,0
guava,com.google.common.math.BigIntegerMathTest,1,1,0
guava,com.google.common.math.DoubleMathTest,1,1,0
guava,com.google.common.math.IntMathTest,1,1,0
guava,com.google.common.math.LongMathTest,1,1,0
guava,com.google.common.math.MathPreconditionsTest,1,1,0
guava,com.google.common.math.QuantilesTest,1,1,0
guava,com.google.common.math.StatsTest,1,1,0
guava,com.google.common.net.InetAddressesTest,1,1,0
guava,com.google.common.net.InternetDomainNameTest,1,1,0
guava,com.google.common.net.MediaTypeTest,1,1,0
guava,com.google.common.primitives.CharsTest,1,1,0
guava,com.google.common.primitives.DoublesTest,1,1,0
guava,com.google.common.primitives.FloatsTest,1,1,0
guava,com.google.common.primitives.ImmutableDoubleArrayTest,1,1,0
guava,com.google.common.primitives.IntsTest,1,1,0
guava,com.google.common.primitives.LongsTest,1,1,0
guava,com.google.common.primitives.ShortsTest,1,1,0
guava,com.google.common.primitives.UnsignedBytesTest,1,1,0
guava,com.google.common.primitives.UnsignedIntsTest,1,1,0
guava,com.google.common.reflect.ClassPathTest,1,1,0
guava,com.google.common.reflect.InvokableTest,1,1,0
guava,com.google.common.reflect.TypeTokenTest,1,1,0
guava,com.google.common.util.concurrent.AbstractFutureTest,1,1,0
guava,com.google.common.util.concurrent.AbstractServiceTest,1,1,0
guava,com.google.common.util.concurrent.AtomicDoubleArrayTest,1,1,0
guava,com.google.common.util.concurrent.AtomicLongMapTest,1,1,0
guava,com.google.common.util.concurrent.ClosingFutureTest,1,1,0
guava,com.google.common.util.concurrent.FuturesGetCheckedTest,1,1,0
guava,com.google.common.util.concurrent.FuturesTest,1,1,0
guava,com.google.common.util.concurrent.JSR166TestCase,1,1,0
guava,com.google.common.util.concurrent.MoreExecutorsTest,1,1,0
guava,com.google.common.util.concurrent.UninterruptiblesTest,1,1,0
guava,com.google.common.base.CharMatcher,1,1,1
guava,com.google.common.base.Throwables,1,1,0
guava,com.google.common.cache.CacheBuilder,1,1,1
guava,com.google.common.cache.LocalCache,1,1,1
guava,com.google.common.collect.ArrayTable,1,1,1
guava,com.google.common.collect.CompactHashMap,1,1,1
guava,com.google.common.collect.CompactHashSet,1,1,1
guava,com.google.common.collect.ConcurrentHashMultiset,1,1,1
guava,com.google.common.collect.FluentIterable,1,1,1
guava,com.google.common.collect.ImmutableList,1,1,1
guava,com.google.common.collect.ImmutableRangeSet,1,1,1
guava,com.google.common.collect.ImmutableSet,1,1,1
guava,com.google.common.collect.ImmutableSetMultimap,1,1,1
guava,com.google.common.collect.ImmutableSortedMap,1,1,1
guava,com.google.common.collect.ImmutableSortedSet,1,1,1
guava,com.google.common.collect.Iterables,1,1,1
guava,com.google.common.collect.Iterators,1,1,1
guava,com.google.common.collect.LinkedListMultimap,1,1,1
guava,com.google.common.collect.Lists,1,1,1
guava,com.google.common.collect.MapMakerInternalMap,1,1,1
guava,com.google.common.collect.Maps,1,1,1
guava,com.google.common.collect.MinMaxPriorityQueue,1,1,1
guava,com.google.common.collect.Multimaps,1,1,1
guava,com.google.common.collect.Multisets,1,1,1
guava,com.google.common.collect.Ordering,1,1,1
guava,com.google.common.collect.Range,1,1,1
guava,com.google.common.collect.Sets,1,1,1
guava,com.google.common.collect.TreeMultiset,1,1,1
guava,com.google.common.graph.Graphs,1,1,1
guava,com.google.common.io.ByteStreams,1,1,1
guava,com.google.common.io.Files,1,1,1
guava,com.google.common.math.BigIntegerMath,1,1,1
guava,com.google.common.math.DoubleMath,1,1,1
guava,com.google.common.math.IntMath,1,1,1
guava,com.google.common.math.LongMath,1,1,1
guava,com.google.common.net.InetAddresses,1,1,1
guava,com.google.common.primitives.Chars,1,1,1
guava,com.google.common.primitives.Doubles,1,1,1
guava,com.google.common.primitives.Floats,1,1,1
guava,com.google.common.primitives.ImmutableDoubleArray,1,1,1
guava,com.google.common.primitives.ImmutableIntArray,1,1,1
guava,com.google.common.primitives.ImmutableLongArray,1,1,1
guava,com.google.common.primitives.Ints,1,1,1
guava,com.google.common.primitives.Longs,1,1,1
guava,com.google.common.primitives.Shorts,1,1,1
guava,com.google.common.primitives.UnsignedLongs,1,1,1
guava,com.google.common.reflect.TypeToken,1,1,1
guava,com.google.common.util.concurrent.AbstractFuture,1,1,1
guava,com.google.common.util.concurrent.AbstractService,1,1,1
guava,com.google.common.util.concurrent.ClosingFuture,1,1,1
guava,com.google.common.util.concurrent.MoreExecutors,1,1,1
guava,com.google.common.util.concurrent.SimpleTimeLimiter,1,1,0
guava,com.google.common.collect.AbstractMapBasedMultimap,0,1,1
guava,com.google.common.collect.HashBiMap,0,1,1
guava,com.google.common.collect.ImmutableMap,0,1,1
guava,com.google.common.collect.Streams,0,1,1
guava,com.google.common.io.MoreFiles,0,1,1
guava,com.google.common.math.Stats,0,1,1
guava,com.google.common.util.concurrent.Monitor,0,1,1
guava,com.google.common.util.concurrent.Uninterruptibles,0,1,1
guava,com.google.common.collect.RegularImmutableMap,1,1,0
hikari,com.zaxxer.hikari.HikariConfig,1,1,1
hikari,com.zaxxer.hikari.pool.HikariPool,0,1,1
hikari,com.zaxxer.hikari.pool.TestConnections,0,1,1
javafaker,com.github.javafaker.service.FakeValuesService,1,1,1
jedis,redis.clients.jedis.tests.JedisClusterTest,1,0,1
jedis,redis.clients.jedis.Connection,1,1,1
jedis,redis.clients.jedis.BinaryClient,0,1,1
jedis,redis.clients.jedis.BinaryShardedJedis,0,1,1
jedis,redis.clients.jedis.Client,0,1,1
jedis,redis.clients.jedis.Jedis,0,1,1
jedis,redis.clients.jedis.JedisCluster,0,1,1
jedis,redis.clients.jedis.JedisPubSub,0,1,1
jedis,redis.clients.jedis.PipelineBase,0,1,1
jedis,redis.clients.jedis.ShardedJedis,0,1,1
jenkins,hudson.model.Computer,1,1,1
jenkins,jenkins.model.Jenkins,1,1,1
jenkins,jenkins.org.apache.commons.validator.routines.UrlValidator,1,1,1
jenkins,jenkins.util.AntClassLoader,1,1,1
jenkins,hudson.cli.CLICommand,1,1,1
jenkins,hudson.PluginManager,1,1,1
jenkins,hudson.PluginWrapper,1,1,1
jenkins,hudson.model.AbstractProject,1,1,1
jenkins,hudson.model.Node,1,1,1
jenkins,hudson.model.UpdateCenter,1,1,1
jenkins,hudson.model.View,1,1,1
jenkins,hudson.scheduler.CronTab,1,1,1
jenkins,jenkins.install.SetupWizard,1,1,1
jenkins,hudson.FilePath,1,1,1
jenkins,hudson.model.DependencyGraph,1,1,0
jenkins,hudson.model.DirectoryBrowserSupport,1,1,1
jenkins,hudson.model.Fingerprint,1,1,1
jenkins,hudson.model.Queue,1,1,1
jenkins,hudson.security.SecurityRealm,1,1,1
jenkins,jenkins.org.apache.commons.validator.routines.DomainValidator,1,1,1
jenkins,hudson.ProxyConfiguration,1,1,1
jenkins,hudson.model.ParametersAction,1,1,1
jenkins,hudson.model.UpdateSite,1,1,1
jenkins,jenkins.model.RunIdMigrator,1,1,1
jenkins,jenkins.widgets.HistoryPageFilter,1,1,1
jenkins,hudson.model.Slave,1,1,1
jenkins,hudson.scm.SCM,1,1,1
jenkins,hudson.cli.CLI,0,1,1
jenkins,hudson.ClassicPluginStrategy,0,1,1
jenkins,hudson.ExtensionList,0,1,1
jenkins,hudson.Functions,0,1,1
jenkins,hudson.Util,0,1,1
jenkins,hudson.model.AbstractBuild,0,1,1
jenkins,hudson.model.AbstractItem,0,1,1
jenkins,hudson.model.ComputerSet,0,1,1
jenkins,hudson.model.Descriptor,0,1,1
jenkins,hudson.model.Executor,0,1,1
jenkins,hudson.model.Items,0,1,1
jenkins,hudson.model.Job,0,1,1
jenkins,hudson.model.Label,0,1,1
jenkins,hudson.model.ListView,0,1,1
jenkins,hudson.model.Run,0,1,1
jenkins,hudson.model.User,0,1,1
jenkins,hudson.security.ACL,0,1,1
jenkins,hudson.security.HudsonPrivateSecurityRealm,0,1,1
jenkins,hudson.slaves.SlaveComputer,0,1,1
jenkins,hudson.tasks.BuildTrigger,0,1,1
jenkins,hudson.tasks.LogRotator,0,1,1
jenkins,hudson.util.ArgumentListBuilder,0,1,1
jenkins,hudson.util.FormValidation,0,1,1
jenkins,hudson.util.IOUtils,0,1,1
jenkins,hudson.util.jna.DotNet,0,1,1
jenkins,jenkins.fingerprints.FileFingerprintStorage,0,1,1
jenkins,jenkins.model.lazy.AbstractLazyLoadRunMap,0,1,1
jenkins,jenkins.security.stapler.TypedFilter,0,1,1
jitwatch,org.adoptopenjdk.jitwatch.model.bytecode.BytecodeAnnotationBuilder,1,1,1
jitwatch,org.adoptopenjdk.jitwatch.parser.zing.ZingLogParser,1,1,1
jitwatch,org.adoptopenjdk.jitwatch.jarscan.JarScan,1,1,1
jitwatch,org.adoptopenjdk.jitwatch.model.Tag,1,1,1
jitwatch,org.adoptopenjdk.jitwatch.model.bytecode.ClassBC,1,0,1
jitwatch,org.adoptopenjdk.jitwatch.parser.AbstractLogParser,1,1,1
jitwatch,org.adoptopenjdk.jitwatch.model.Compilation,1,1,1
jitwatch,org.adoptopenjdk.jitwatch.core.JITWatchConfig,1,1,1
jitwatch,org.adoptopenjdk.jitwatch.ui.main.JITWatchUI,1,1,1
jitwatch,org.adoptopenjdk.jitwatch.ui.triview.assembly.ViewerAssembly,1,1,1
jitwatch,org.adoptopenjdk.jitwatch.ui.nmethod.compilerthread.CompilerThreadStage,1,1,1
jitwatch,org.adoptopenjdk.jitwatch.ui.triview.TriView,1,1,1
jitwatch,org.adoptopenjdk.jitwatch.ui.triview.bytecode.ViewerBytecode,1,1,1
jitwatch,org.adoptopenjdk.jitwatch.ui.sandbox.SandboxStage,1,1,1
jitwatch,org.adoptopenjdk.jitwatch.demo.MakeHotSpotLog,0,1,1
jitwatch,org.adoptopenjdk.jitwatch.loader.BytecodeLoader,0,1,1
jitwatch,org.adoptopenjdk.jitwatch.model.AbstractMetaMember,0,1,1
jitwatch,org.adoptopenjdk.jitwatch.model.JITDataModel,0,1,1
jitwatch,org.adoptopenjdk.jitwatch.model.MemberSignatureParts,0,1,1
jitwatch,org.adoptopenjdk.jitwatch.parser.hotspot.HotSpotLogParser,0,1,1
jitwatch,org.adoptopenjdk.jitwatch.util.ParseUtil,0,1,1
jitwatch,org.adoptopenjdk.jitwatch.test.TestParseUtil,0,1,1
jitwatch,org.adoptopenjdk.jitwatch.ui.triview.Viewer,0,1,1
jsoup,org.jsoup.safety.Safelist,1,1,1
jsoup,org.jsoup.parser.Tokeniser,1,1,1
jsoup,org.jsoup.nodes.Document,1,1,1
jsoup,org.jsoup.select.SelectorTest,1,1,1
jsoup,org.jsoup.nodes.Node,1,1,1
jsoup,org.jsoup.helper.DataUtil,0,1,1
jsoup,org.jsoup.internal.StringUtil,0,1,1
jsoup,org.jsoup.nodes.Element,0,1,1
jsoup,org.jsoup.nodes.Entities,0,1,1
jsoup,org.jsoup.parser.HtmlTreeBuilder,0,1,1
jsoup,org.jsoup.select.Elements,0,1,1
jsoup,org.jsoup.integration.ConnectTest,0,1,1
jsoup,org.jsoup.integration.UrlConnectTest,0,1,1
jsoup,org.jsoup.nodes.ElementTest,0,1,1
jsoup,org.jsoup.parser.HtmlParserTest,0,1,1
junit4,org.junit.runners.model.TestClass,1,1,1
junit4,org.junit.runners.BlockJUnit4ClassRunner,1,1,1
junit4,org.junit.rules.TemporaryFolder,1,1,0
junit4,junit.runner.BaseTestRunner,0,1,1
junit4,org.junit.Assert,0,1,1
junit4,org.junit.runners.ParentRunner,0,1,1
junit4,org.junit.tests.assertion.AssertionTest,0,1,1
libgdx,com.badlogic.gdx.graphics.g2d.PolygonSprite,1,0,1
libgdx,com.badlogic.gdx.utils.XmlReader.Element,1,0,1
libgdx,com.badlogic.gdx.graphics.g2d.NinePatch,1,1,1
libgdx,com.badlogic.gdx.scenes.scene2d.ui.ScrollPane,1,1,1
libgdx,com.badlogic.gdx.graphics.g2d.BitmapFont.BitmapFontData,1,0,1
libgdx,com.badlogic.gdx.utils.JsonValue,1,0,1
libgdx,com.badlogic.gdx.utils.XmlReader,1,1,1
libgdx,com.badlogic.gdx.graphics.Mesh,1,1,1
libgdx,com.badlogic.gdx.graphics.g2d.PixmapPacker,1,1,1
libgdx,com.badlogic.gdx.graphics.g3d.particles.batches.BillboardParticleBatch,1,1,1
libgdx,com.badlogic.gdx.input.GestureDetector,1,1,1
libgdx,com.badlogic.gdx.scenes.scene2d.Actor,1,1,1
libgdx,com.badlogic.gdx.scenes.scene2d.ui.HorizontalGroup,1,1,1
libgdx,com.badlogic.gdx.scenes.scene2d.ui.Slider,1,1,1
libgdx,com.badlogic.gdx.scenes.scene2d.ui.SplitPane,1,1,1
libgdx,com.badlogic.gdx.scenes.scene2d.ui.Table,1,1,1
libgdx,com.badlogic.gdx.scenes.scene2d.ui.VerticalGroup,1,1,1
libgdx,com.badlogic.gdx.scenes.scene2d.utils.DragAndDrop,1,0,1
libgdx,com.badlogic.gdx.utils.I18NBundle,1,1,1
libgdx,com.badlogic.gdx.utils.Json,1,1,1
libgdx,com.badlogic.gdx.utils.SharedLibraryLoader,1,1,1
libgdx,com.badlogic.gdx.utils.compression.lzma.Encoder,1,1,1
libgdx,com.badlogic.gdx.graphics.g3d.shaders.DefaultShader,1,1,1
libgdx,com.badlogic.gdx.scenes.scene2d.Group,1,0,1
libgdx,com.badlogic.gdx.scenes.scene2d.ui.ProgressBar,1,1,1
libgdx,com.badlogic.gdx.graphics.glutils.ShaderProgram,1,1,1
libgdx,com.badlogic.gdx.scenes.scene2d.ui.Skin,1,1,1
libgdx,com.badlogic.gdx.math.DelaunayTriangulator,1,1,1
libgdx,com.badlogic.gdx.utils.UBJsonReader,1,1,1
libgdx,com.badlogic.gdx.graphics.g3d.utils.ModelBuilder,1,1,1
libgdx,com.badlogic.gdx.scenes.scene2d.Stage,1,1,1
libgdx,com.badlogic.gdx.scenes.scene2d.ui.Label,1,1,1
libgdx,com.badlogic.gdx.graphics.g3d.ModelInstance,1,1,1
libgdx,com.badlogic.gdx.graphics.g3d.model.Node,1,1,1
libgdx,com.badlogic.gdx.scenes.scene2d.ui.Image,1,0,1
libgdx,com.badlogic.gdx.graphics.g3d.loader.G3dModelLoader,1,1,1
libgdx,com.badlogic.gdx.graphics.g3d.utils.BaseAnimationController,1,1,1
libgdx,com.badlogic.gdx.graphics.g3d.ModelBatch,1,1,0
libgdx,com.badlogic.gdx.backends.android.AndroidGraphics,1,1,1
libgdx,com.badlogic.gdx.backends.headless.HeadlessApplication,1,1,1
libgdx,com.badlogic.gdx.backends.lwjgl.LwjglApplication,1,1,1
libgdx,com.badlogic.gdx.backends.lwjgl.LwjglCanvas,1,1,1
libgdx,com.badlogic.gdx.backends.lwjgl.audio.OpenALLwjglAudio,1,1,0
libgdx,com.badlogic.gdx.backends.lwjgl.LwjglAWTInput,1,1,1
libgdx,com.badlogic.gdx.backends.lwjgl.audio.OggInputStream,1,1,1
libgdx,com.badlogic.gdx.backends.lwjgl.LwjglGL20,1,1,1
libgdx,com.badlogic.gdx.backends.lwjgl.LwjglGraphics,1,1,1
libgdx,com.badlogic.gdx.backends.lwjgl3.Lwjgl3Graphics,1,1,1
libgdx,com.badlogic.gdx.backends.lwjgl3.audio.OpenALLwjgl3Audio,1,1,0
libgdx,com.badlogic.gdx.backends.lwjgl3.Lwjgl3GL20,1,1,1
libgdx,com.badlogic.gdx.backends.lwjgl3.Lwjgl3Application,1,1,1
libgdx,com.badlogic.gdx.backends.iosrobovm.IOSGraphics,1,1,1
libgdx,com.badlogic.gdx.physics.box2d.Box2DDebugRenderer,1,1,1
libgdx,com.badlogic.gdx.physics.box2d.World,1,1,1
libgdx,com.badlogic.gdx.physics.box2d.Body,1,1,1
libgdx,com.badlogic.gdx.tools.FileProcessor,1,1,0
libgdx,com.badlogic.gdx.tools.distancefield.DistanceFieldGenerator,1,1,0
libgdx,com.badlogic.gdx.tools.hiero.unicodefont.UnicodeFont,1,1,1
libgdx,com.badlogic.gdx.tools.particleeditor.ParticleEditor,1,1,0
